PS_1	RR_Pool 1_PS1	500	745.000000000004	7.58000000000192	1.49000000000001	0.0151600000000038	1.50516000000001	5.55860629435982e-15	0.0698254967759089
PS_2	RR_Pool 2_PS2	498	473.099999999996	411.360000000045	0.949999999999992	0.826024096385633	1.77602409638563	0.0698954271857999	0.495644166658773
PS_3	RR_Pool 3_PS3	494	4638.66	4.44999999999917	9.39	0.00900809716599023	9.39900809716599	0.493458232131522	0.490480399750449
PS_4	RR_Pool 4_PS4	491	3824.88999999999	13.2000000000004	7.78999999999997	0.0268839103869661	7.81688391038694	0.488356617812891	0.498125319741231
PS_5	RR_Pool 5_PS5	485	4762.70000000001	197.87000000001	9.82000000000002	0.407979381443319	10.2279793814433	0.497872412145443	0.531368953962483
PS_6	RR_Pool 1_PS6	483	1845.05999999999	82.3699999999978	3.81999999999998	0.170538302277428	3.99053830227741	0.533205882107397	0.530114696474338
PS_7	RR_Pool 2_PS7	481	1746.03000000002	288.819999999996	3.63000000000004	0.600457380457372	4.23045738045741	0.529689634318022	0.547331807714739
PS_8	RR_Pool 3_PS8	479	1556.75	17.9399999999989	3.25	0.0374530271398724	3.28745302713987	0.547072473907266	0.548173335472773
PS_9	RR_Pool 4_PS9	476	3041.63999999999	14.9800000000005	6.38999999999999	0.0314705882352952	6.42147058823528	0.544313388719356	0.53722684150346
PS_10	RR_Pool 5_PS10	474	583.020000000004	275.660000000016	1.23000000000001	0.581561181434633	1.81156118143464	0.536999811184638	0.642458965312146
